timestamps,ghi,dni,dhi,apparent_zenith,zenith,azimuth,ghi_calc,delta,S4_tilt,S4_azimuth
2003-01-02 15:00:00-04:00,779,693,231,37.61354585340423,37.626332288092975,262.3897959082188,779.8623382122558,0.1106981017016495,37.36875375437589,270.0
2003-01-02 16:00:00-04:00,541,533,209,51.177412394125284,51.19800270594179,258.71904337637864,542.9943113829609,0.36863426672104604,50.63034640680882,270.0
2003-01-02 17:00:00-04:00,287,242,183,64.5548520024308,64.58946836661907,254.72394707681576,286.8424830751754,-0.05488394593192327,63.7462022730317,270.0
2003-01-02 18:00:00-04:00,80,28,74,77.63637831389573,77.70937668234419,250.16003201464457,79.96037360873395,-0.04953298908256798,27.305631314120724,270.0
2003-01-02 19:00:00-04:00,4,0,4,89.8819069133992,90.4203577809299,244.72367098323878,4.0,0.0,0.24253864068276698,270.0
2003-01-02 20:00:00-04:00,0,0,0,102.5049891780707,102.5049891780707,237.9856765674004,0.0,,,
2003-01-02 21:00:00-04:00,0,0,0,113.60623329706124,113.60623329706124,229.32813526049281,0.0,,,
2003-01-02 22:00:00-04:00,0,0,0,123.13298814831387,123.13298814831387,217.93727872195853,0.0,,,
2003-01-02 23:00:00-04:00,0,0,0,130.1641300528197,130.1641300528197,203.08275547846245,0.0,,,
2003-01-03 00:00:00-04:00,0,0,0,133.54572144848026,133.54572144848026,185.06360373586134,0.0,,,
2003-01-03 01:00:00-04:00,0,0,0,132.4892022535596,132.4892022535596,166.18890541212818,0.0,,,
2003-01-03 02:00:00-04:00,0,0,0,127.26122432271468,127.26122432271468,149.48933527405774,0.0,,,
2003-01-03 03:00:00-04:00,0,0,0,118.9269531619569,118.9269531619569,136.3077894668893,0.0,,,
2003-01-03 04:00:00-04:00,0,0,0,108.57063733766552,108.57063733766552,126.29963189592826,0.0,,,
