timestamps,ghi,dni,dhi,apparent_zenith,zenith,azimuth,ghi_calc,delta,S4_tilt
2003-01-01 00:00:00+04:00,0,0,0,178.1432633240054,178.1432633240054,42.90439396078261,0.0,,
2003-01-01 01:00:00+04:00,0,0,0,164.96393282448332,164.96393282448332,88.12794877214549,0.0,,
2003-01-01 02:00:00+04:00,0,0,0,151.319914897279,151.319914897279,93.78116673687333,0.0,,
2003-01-01 03:00:00+04:00,0,0,0,137.74372785926687,137.74372785926687,98.0272624263414,0.0,,
2003-01-01 04:00:00+04:00,0,0,0,124.30469072505618,124.30469072505618,102.16331358765729,0.0,,
2003-01-01 05:00:00+04:00,0,0,0,111.0805209061977,111.0805209061977,106.60347546908969,0.0,,
2003-01-01 06:00:00+04:00,0,0,0,98.18014803429651,98.18014803429651,111.65866066251459,0.0,,
2003-01-01 07:00:00+04:00,37,129,28,85.58783355060464,85.76863784528317,117.6897907054265,37.51814748186571,1.4003985996370563,9.380758344013742
2003-01-01 08:00:00+04:00,223,284,145,74.05110196084466,74.10852517918981,125.18731967094652,222.76377689239663,-0.10592964466518617,51.30180305991723
2003-01-01 09:00:00+04:00,421,795,67,63.59513321566756,63.628699330361755,134.82328555005313,420.1282383769826,-0.2070692691252712,55.007374101072095
2003-01-01 10:00:00+04:00,573,899,57,54.99609599088479,55.019993449977676,147.38557946649405,572.3882108108994,-0.10676949198963195,37.58316135313889
2003-01-01 11:00:00+04:00,656,833,113,49.26275550889964,49.28221411827957,163.31004061073725,656.3939838733569,0.060058517280013365,18.44114955044907
2003-01-01 12:00:00+04:00,686,843,116,47.45527115169677,47.47353746434934,181.6413579338806,685.8095406986092,-0.027763746558421905,1.7875980230543291
2003-01-01 13:00:00+04:00,647,843,106,50.00357657391875,50.023548932770176,199.71156702867023,647.6044913480275,0.09342988377550582,21.90071660435217
2003-01-01 14:00:00+04:00,541,810,92,56.31667843306575,56.341777207479836,215.0677818237691,540.9325052535678,-0.012475923554935878,40.76257249360643
2003-01-01 15:00:00+04:00,377,723,77,65.30368366859005,65.33987475749936,227.07171178699912,378.6606882449912,0.4405008607403731,57.86865950954636
2003-01-01 16:00:00+04:00,180,497,61,76.00113743589868,76.06653178042143,236.28317472798724,180.67512826371257,0.37507125761809196,38.42998976761006
2003-01-01 17:00:00+04:00,23,0,23,87.61051697081817,87.88323422167656,243.4874846478694,23.0,0.0,4.978347001926636
2003-01-01 18:00:00+04:00,0,0,0,100.39637660835754,100.39637660835754,249.32482152015828,0.0,,
2003-01-01 19:00:00+04:00,0,0,0,113.36438884757166,113.36438884757166,254.25954114037518,0.0,,
2003-01-01 20:00:00+04:00,0,0,0,126.63428480149878,126.63428480149878,258.6400231680898,0.0,,
2003-01-01 21:00:00+04:00,0,0,0,140.10393945163082,140.10393945163082,262.7857369508503,0.0,,
2003-01-01 22:00:00+04:00,0,0,0,153.69863756307132,153.69863756307132,267.1846514288565,0.0,,
2003-01-01 23:00:00+04:00,0,0,0,167.34296455063702,167.34296455063702,273.738452062192,0.0,,
2003-01-02 00:00:00+04:00,0,0,0,178.15273443780646,178.15273443780646,38.716717451969544,0.0,,
2003-01-02 01:00:00+04:00,0,0,0,165.05985410071978,165.05985410071978,87.75629903135774,0.0,,
2003-01-02 02:00:00+04:00,0,0,0,151.4148525604013,151.4148525604013,93.57811397087073,0.0,,
2003-01-02 03:00:00+04:00,0,0,0,137.8344260265319,137.8344260265319,97.87623249048897,0.0,,
2003-01-02 04:00:00+04:00,0,0,0,124.38955726878223,124.38955726878223,102.03420762244241,0.0,,
2003-01-02 05:00:00+04:00,0,0,0,111.15797853058723,111.15797853058723,106.48310845600076,0.0,,
2003-01-02 06:00:00+04:00,0,0,0,98.24818378123658,98.24818378123658,111.5390246790555,0.0,,
2003-01-02 07:00:00+04:00,38,143,27,85.64193904042324,85.8244353156597,117.56463927343145,37.41223884859066,-1.5467398721298389,9.251755487436455
2003-01-02 08:00:00+04:00,224,291,144,74.09044349242157,74.14800986278051,125.05106886250195,223.48759590773577,-0.22875182690367574,50.7692235426552
2003-01-02 09:00:00+04:00,420,794,67,63.61245178009825,63.64604295980021,134.67157863433664,419.4687010433855,-0.1264997515748757,55.09839938499942
2003-01-02 10:00:00+04:00,563,813,96,54.98373375768666,55.007620339045076,147.21881435010596,562.2290645336192,-0.136933475378476,37.696068415716354
2003-01-02 11:00:00+04:00,584,523,243,49.213563607625524,49.23298864176839,163.14080687068713,584.5109708635193,0.0874950108765981,18.58022617514456
2003-01-02 12:00:00+04:00,610,545,241,47.368317117067015,47.38652812119121,181.49678559289075,609.9917205208218,-0.0013572916685595867,1.6253156344568396
2003-01-02 13:00:00+04:00,575,544,225,49.88787137235348,49.90776247154683,199.6143272089629,575.3468755248787,0.06032617823976856,21.72580098328062
2003-01-02 14:00:00+04:00,542,663,174,56.18533860539446,56.210314290434845,215.01805845677399,542.7248073167789,0.13372828722857544,40.58698018050273
2003-01-02 15:00:00+04:00,379,716,80,65.16658442394464,65.2025528414618,227.05699389340046,380.2987310613722,0.3426731032644388,57.69991434489011
2003-01-02 16:00:00+04:00,183,473,69,75.86389559868365,75.9286637550707,236.29190189807528,184.00038440442194,0.5466581444928614,39.03951464310861
2003-01-02 17:00:00+04:00,23,0,23,87.48277155997707,87.74727956638222,243.51278157757372,23.0,0.0,5.245575649403619
2003-01-02 18:00:00+04:00,0,0,0,100.26337113017378,100.26337113017378,249.36386941643983,0.0,,
2003-01-02 19:00:00+04:00,0,0,0,113.23470611515077,113.23470611515077,254.3127940527842,0.0,,
2003-01-02 20:00:00+04:00,0,0,0,126.50797132271603,126.50797132271603,258.7115354602972,0.0,,
2003-01-02 21:00:00+04:00,0,0,0,139.98079591839894,139.98079591839894,262.8858438070462,0.0,,
2003-01-02 22:00:00+04:00,0,0,0,153.57798423095178,153.57798423095178,267.3404293114024,0.0,,
2003-01-02 23:00:00+04:00,0,0,0,167.22180437436649,167.22180437436649,274.0500843389486,0.0,,
2003-01-03 00:00:00+04:00,0,0,0,178.14539834125657,178.14539834125657,34.405944152759844,0.0,,
2003-01-03 01:00:00+04:00,0,0,0,165.15287939533073,165.15287939533073,87.3515519992435,0.0,,
2003-01-03 02:00:00+04:00,0,0,0,151.50716190739223,151.50716190739223,93.35858587757315,0.0,,
2003-01-03 03:00:00+04:00,0,0,0,137.9223087034691,137.9223087034691,97.71397720306032,0.0,,
2003-01-03 04:00:00+04:00,0,0,0,124.47128424222896,124.47128424222896,101.89633164990283,0.0,,
2003-01-03 05:00:00+04:00,0,0,0,111.23188894363204,111.23188894363204,106.35532161138866,0.0,,
